WARNING: 2 open meshes merged
     Merged: WingGeom
     Merged: Horizontal_Stabilizer
...Mass Properties...
4 Num Comps
4 Total Num Meshes
3328 Total Num Tris

1.021746134810155e+01             Total Mass
4.805479783183419e+00 1.608074257227752e-06 1.878389830716202e-02       Center of Gravity
7.319003944348595e+00 6.894386671091225e+01 7.416364190010273e+01       Ixx, Iyy, Izz
-1.363922128286628e-02 7.262485291887957e-01 1.125744033005351e-02       Ixy, Ixz, Iyz
1.021746134810155e+01             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
FuselageGeom	8.044885938596705e+00	5.144447581203436e+00	1.603063194424401e-06	5.943597651490180e-03	1.649838599716029e+00	4.228780464740272e+01	4.283333718272553e+01	-1.234776098779025e-02	7.811164312748575e-02	1.017596854325334e-02	8.044885938596705e+00
WingGeom	9.373793885987353e-01	5.972886572242387e+00	3.770059444264275e-06	4.659018426823741e-02	4.537705442306320e+00	5.573893043191154e-01	5.085757971722502e+00	-2.075198324071219e-03	9.776422730227241e-03	9.681246562236828e-04	9.373793885987353e-01
Horizontal_Stabilizer	1.801507572905561e-01	9.024272765003118e+00	1.369164348516355e-16	6.463922106596409e-01	9.542819821761339e-02	9.045514408813252e-02	1.711069707862842e-01	-9.881277414643678e-05	1.104162989818365e-02	1.245927248617117e-05	1.801507572905561e-01
Fuselage_Engine	1.055045263615562e+00	4.632214530244536e-01	-1.126288721463899e-16	-1.517710709139772e-02	9.618037317742862e-01	6.326830781557009e-01	7.721332102410545e-01	8.740537307101819e-04	-6.736482950993091e-04	1.009551857734802e-04	1.055045263615562e+00
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	1.021746134810155e+01	4.805479783183419e+00	1.608074257227752e-06	1.878389830716202e-02	7.319003944348595e+00	6.894386671091225e+01	7.416364190010273e+01	-1.363922128286628e-02	7.262485291887957e-01	1.125744033005351e-02	1.021746134810155e+01

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
10 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
4.632214530244547e-01	1.176678865981189e+00	4.632214530244541e-01	-7.739833281771399e-17	-1.378353054975951e-02	9.657865633748228e-01	6.590059086404891e-01	8.008670515165484e-01	8.950887633760229e-04	-6.874844678009292e-04	4.582658313194692e-05	1.176678865981189e+00
1.467092879021880e+00	1.745208789842939e+00	7.902487684442132e-01	-5.143671698115880e-17	-1.152530352144043e-02	1.043672735681585e+00	1.184185772059859e+00	1.364890321963296e+00	-3.250802830524479e-04	1.009942553460932e-03	-3.414408435604731e-04	1.745208789842939e+00
2.470964305019306e+00	2.648717382500309e+00	1.363560568012230e+00	-1.199439805910729e-17	-9.944848163505620e-03	1.219197496931451e+00	3.113079654512432e+00	3.354179445020419e+00	-1.943171492074447e-03	4.524268712336931e-03	-1.407966417504218e-04	2.648717382500309e+00
3.474835731016732e+00	3.724994856244352e+00	1.973579638242046e+00	1.326443275823583e-16	-6.598981336205817e-03	1.464625487659629e+00	6.839092921898315e+00	7.148184291548635e+00	-5.222096092994346e-03	2.088249638501132e-02	1.162395111430011e-03	3.724994856244352e+00
4.478707157014157e+00	4.871326206761855e+00	2.563091834700252e+00	3.450461953899365e-06	-2.465618550905897e-03	1.724738554364912e+00	1.267526195272851e+01	1.305564067084080e+01	-6.840417702911238e-03	5.832936241434979e-02	3.723609283437232e-03	4.871326206761855e+00
5.482578583011584e+00	6.552373380563280e+00	3.312102103522503e+00	2.565227096345505e-06	2.945312219845871e-03	2.879426785611875e+00	2.377687217905560e+01	2.511909586915491e+01	-1.027518867587386e-02	1.330931625870118e-01	5.705631428287334e-03	6.552373380563280e+00
6.486450009009009e+00	7.987241041907004e+00	3.882357731409412e+00	2.104396956707528e-06	6.693385299006655e-03	5.666113201412023e+00	3.602466874503838e+01	3.998256372639368e+01	-1.024754058775096e-02	2.108930098771978e-01	8.991664872112443e-03	7.987241041907004e+00
7.490321435006435e+00	9.106728305840191e+00	4.325883581666722e+00	1.804208494683921e-06	7.723214317782045e-03	7.023684959550527e+00	4.911852072664558e+01	5.427912349509769e+01	-1.253873361184688e-02	2.390847379563544e-01	1.093948103710043e-02	9.106728305840191e+00
8.494192861003860e+00	9.948127250360734e+00	4.678433457618728e+00	1.651611017295698e-06	1.199097523769331e-02	7.184756037264602e+00	6.273677929107946e+01	6.794058558792409e+01	-1.355490377310047e-02	4.005586707838875e-01	1.137350774817518e-02	9.948127250360734e+00
9.498064287001286e+00	1.021746134810154e+01	4.805479783183418e+00	1.608074257236100e-06	1.878389830716201e-02	7.319003944348585e+00	6.894386671091236e+01	7.416364190010276e+01	-1.363922128286338e-02	7.262485291887970e-01	1.125744033005350e-02	1.021746134810154e+01
