   0.000000  0.172717  0.173085 -0.083887
   0.002408  0.172717  0.173515 -0.084095
   0.009607  0.172717  0.173382 -0.084031
   0.021530  0.172717  0.167739 -0.081298
   0.038060  0.172717  0.146665 -0.071092
   0.059039  0.172717  0.095016 -0.046089
   0.084265  0.172717 -0.003679  0.001790
   0.113495  0.172717 -0.158483  0.077763
   0.146447  0.172717 -0.360557  0.180201
   0.182803  0.172717 -0.574119  0.295296
   0.222215  0.172717 -0.727753  0.384637
   0.264302  0.172717 -0.685367  0.359313
   0.308658  0.172717 -0.253238  0.125205
   0.354858  0.172717  0.293505 -0.142452
   0.402455  0.172717  0.377726 -0.183902
   0.450991  0.172717  0.320011 -0.155438
   0.500000  0.172717  0.290783 -0.141120
   0.549009  0.172717  0.311744 -0.151383
   0.597545  0.172717  0.363505 -0.176862
   0.645142  0.172717  0.331263 -0.160966
   0.691342  0.172717 -0.165298  0.081146
   0.735698  0.172717 -0.739208  0.391579
   0.777785  0.172717 -0.822955  0.443733
   0.817197  0.172717 -0.634350  0.329542
   0.853553  0.172717 -0.371405  0.185850
   0.886505  0.172717 -0.140961  0.069082
   0.915735  0.172717  0.017611 -0.008561
   0.940961  0.172717  0.108458 -0.052597
   0.961940  0.172717  0.151748 -0.073553
   0.978470  0.172717  0.167663 -0.081261
   0.990393  0.172717  0.170862 -0.082810
   0.997592  0.172717  0.170037 -0.082411
   1.000000  0.172717  0.169365 -0.082085
   0.000000  0.192460  0.140313 -0.068017
   0.002408  0.192460  0.140136 -0.067931
   0.009607  0.192460  0.138433 -0.067107
   0.021530  0.192460  0.131216 -0.063613
   0.038060  0.192460  0.110656 -0.053661
   0.059039  0.192460  0.064882 -0.031493
   0.084265  0.192460 -0.019168  0.009331
   0.113495  0.192460 -0.148773  0.072949
   0.146447  0.192460 -0.316216  0.157291
   0.182803  0.192460 -0.489982  0.248888
   0.222215  0.192460 -0.605099  0.312795
   0.264302  0.192460 -0.550211  0.281948
   0.308658  0.192460 -0.198728  0.097804
   0.354858  0.192460  0.220146 -0.106712
   0.402455  0.192460  0.319845 -0.155357
   0.450991  0.192460  0.289549 -0.140517
   0.500000  0.192460  0.269241 -0.130602
   0.549009  0.192460  0.284332 -0.137968
   0.597545  0.192460  0.314712 -0.152838
   0.645142  0.192460  0.254104 -0.123225
   0.691342  0.192460 -0.143151  0.070165
   0.735698  0.192460 -0.586829  0.302446
   0.777785  0.192460 -0.675775  0.353659
   0.817197  0.192460 -0.537566  0.274942
   0.853553  0.192460 -0.328202  0.163457
   0.886505  0.192460 -0.139178  0.068200
   0.915735  0.192460 -0.005079  0.002471
   0.940961  0.192460  0.074845 -0.036320
   0.961940  0.192460  0.115383 -0.055949
   0.978470  0.192460  0.132400 -0.064187
   0.990393  0.192460  0.137769 -0.066785
   0.997592  0.192460  0.138669 -0.067221
   1.000000  0.192460  0.138627 -0.067201
   0.000000  0.212204  0.113491 -0.055033
   0.002408  0.212204  0.112911 -0.054752
   0.009607  0.212204  0.110194 -0.053437
   0.021530  0.212204  0.102087 -0.049512
   0.038060  0.212204  0.082335 -0.039948
   0.059039  0.212204  0.041567 -0.020190
   0.084265  0.212204 -0.030516  0.014862
   0.113495  0.212204 -0.139528  0.068373
   0.146447  0.212204 -0.278428  0.137980
   0.182803  0.212204 -0.419341  0.211036
   0.222215  0.212204 -0.505119  0.257124
   0.264302  0.212204 -0.445575  0.224985
   0.308658  0.212204 -0.161584  0.079302
   0.354858  0.212204  0.166173 -0.080539
   0.402455  0.212204  0.270583 -0.131256
   0.450991  0.212204  0.260770 -0.126472
   0.500000  0.212204  0.247896 -0.120202
   0.549009  0.212204  0.257832 -0.125040
   0.597545  0.212204  0.270714 -0.131320
   0.645142  0.212204  0.194349 -0.094194
   0.691342  0.212204 -0.125172  0.061280
   0.735698  0.212204 -0.470561  0.238388
   0.777785  0.212204 -0.557215  0.285845
   0.817197  0.212204 -0.456577  0.230872
   0.853553  0.212204 -0.290071  0.143911
   0.886505  0.212204 -0.134721  0.065996
   0.915735  0.212204 -0.021214  0.010328
   0.940961  0.212204  0.048914 -0.023753
   0.961940  0.212204  0.086428 -0.041930
   0.978470  0.212204  0.103759 -0.050322
   0.990393  0.212204  0.110498 -0.053584
   0.997592  0.212204  0.112574 -0.054589
   1.000000  0.212204  0.112970 -0.054781
   0.000000  0.231947  0.091475 -0.044375
   0.002408  0.231947  0.090633 -0.043967
   0.009607  0.231947  0.087293 -0.042349
   0.021530  0.231947  0.078778 -0.038225
   0.038060  0.231947  0.060048 -0.029150
   0.059039  0.231947  0.023664 -0.011501
   0.084265  0.231947 -0.038456  0.018736
   0.113495  0.231947 -0.130482  0.063901
   0.146447  0.231947 -0.245843  0.121469
   0.182803  0.231947 -0.359926  0.179873
   0.222215  0.231947 -0.423474  0.213225
   0.264302  0.231947 -0.364375  0.182187
   0.308658  0.231947 -0.134633  0.065953
   0.354858  0.231947  0.126404 -0.061284
   0.402455  0.231947  0.229065 -0.111044
   0.450991  0.231947  0.233966 -0.113426
   0.500000  0.231947  0.227087 -0.110083
   0.549009  0.231947  0.232664 -0.112794
   0.597545  0.231947  0.232031 -0.112486
   0.645142  0.231947  0.149042 -0.072243
   0.691342  0.231947 -0.110027  0.053814
   0.735698  0.231947 -0.381575  0.191162
   0.777785  0.231947 -0.461786  0.233667
   0.817197  0.231947 -0.388911  0.195004
   0.853553  0.231947 -0.256460  0.126835
   0.886505  0.231947 -0.128553  0.062949
   0.915735  0.231947 -0.032380  0.015772
   0.940961  0.231947  0.029040 -0.014111
   0.961940  0.231947  0.063443 -0.030796
   0.978470  0.231947  0.080535 -0.039077
   0.990393  0.231947  0.088054 -0.042718
   0.997592  0.231947  0.090898 -0.044095
   1.000000  0.231947  0.091594 -0.044432
   0.000000  0.251690  0.073365 -0.035604
   0.002408  0.251690  0.072365 -0.035119
   0.009607  0.251690  0.068678 -0.033332
   0.021530  0.251690  0.060091 -0.029171
   0.038060  0.251690  0.042515 -0.020649
   0.059039  0.251690  0.010028 -0.004876
   0.084265  0.251690 -0.043688  0.021291
   0.113495  0.251690 -0.121601  0.059518
   0.146447  0.251690 -0.217535  0.107223
   0.182803  0.251690 -0.309850  0.154025
   0.222215  0.251690 -0.356641  0.178166
   0.264302  0.251690 -0.300841  0.149412
   0.308658  0.251690 -0.114080  0.055811
   0.354858  0.251690  0.096926 -0.047014
   0.402455  0.251690  0.194259 -0.094150
   0.450991  0.251690  0.209281 -0.101437
   0.500000  0.251690  0.207077 -0.100368
   0.549009  0.251690  0.209107 -0.101352
   0.597545  0.251690  0.198576 -0.096243
   0.645142  0.251690  0.114889 -0.055710
   0.691342  0.251690 -0.096991  0.047402
   0.735698  0.251690 -0.312801  0.155539
   0.777785  0.251690 -0.384840  0.192871
   0.817197  0.251690 -0.332352  0.165596
   0.853553  0.251690 -0.226872  0.111912
   0.886505  0.251690 -0.121372  0.059405
   0.915735  0.251690 -0.039802  0.019393
   0.940961  0.251690  0.013922 -0.006768
   0.961940  0.251690  0.045249 -0.021975
   0.978470  0.251690  0.061733 -0.029967
   0.990393  0.251690  0.069605 -0.033782
   0.997592  0.251690  0.072919 -0.035387
   1.000000  0.251690  0.073807 -0.035817
   0.000000  0.271433  0.058453 -0.028378
   0.002408  0.271433  0.057365 -0.027850
   0.009607  0.271433  0.053524 -0.025988
   0.021530  0.271433  0.045094 -0.021900
   0.038060  0.271433  0.028744 -0.013967
   0.059039  0.271433 -0.000256  0.000124
   0.084265  0.271433 -0.046817  0.022819
   0.113495  0.271433 -0.112941  0.055250
   0.146447  0.271433 -0.192826  0.094855
   0.182803  0.271433 -0.267541  0.132450
   0.222215  0.271433 -0.301757  0.149881
   0.264302  0.271433 -0.250603  0.123873
   0.308658  0.271433 -0.097803  0.047801
   0.354858  0.271433  0.074906 -0.036350
   0.402455  0.271433  0.165142 -0.080039
   0.450991  0.271433  0.186749 -0.090509
   0.500000  0.271433  0.188068 -0.091148
   0.549009  0.271433  0.187309 -0.090780
   0.597545  0.271433  0.169931 -0.082359
   0.645142  0.271433  0.089113 -0.043231
   0.691342  0.271433 -0.085641  0.041827
   0.735698  0.271433 -0.258999  0.128120
   0.777785  0.271433 -0.322571  0.160558
   0.817197  0.271433 -0.284997  0.141324
   0.853553  0.271433 -0.200852  0.098866
   0.886505  0.271433 -0.113675  0.055612
   0.915735  0.271433 -0.044418  0.021647
   0.940961  0.271433  0.002528 -0.001230
   0.961940  0.271433  0.030896 -0.015011
   0.978470  0.271433  0.046534 -0.022599
