  0.500000  3.808000
  0.850000
   33
  0.000000  0.000001
  0.002408  0.002301
  0.009607  0.009047
  0.021530  0.019781
  0.038060  0.033761
  0.059039  0.049992
  0.084265  0.067270
  0.113495  0.084235
  0.146447  0.099425
  0.182803  0.111345
  0.222215  0.118534
  0.264302  0.120016
  0.308658  0.120016
  0.354858  0.120016
  0.402455  0.120016
  0.450991  0.120016
  0.500000  0.120016
  0.549009  0.120016
  0.597545  0.120016
  0.645142  0.120016
  0.691342  0.120016
  0.735698  0.120016
  0.777785  0.118534
  0.817197  0.111345
  0.853553  0.099425
  0.886505  0.084235
  0.915735  0.067270
  0.940961  0.049992
  0.961940  0.033761
  0.978470  0.019781
  0.990393  0.009047
  0.997592  0.002300
  1.000000  0.000001
  0.172717  0.547839
  0.172717  0.500831  0.643167  0.571999
  0.192460  0.514554  0.652771  0.583663
  0.212204  0.528278  0.662375  0.595326
  0.231947  0.542001  0.671979  0.606990
  0.251690  0.555724  0.681583  0.618653
  0.271433  0.569448  0.691186  0.630317
  0.291177  0.583171  0.700790  0.641981
  0.310920  0.596894  0.710394  0.653644
  0.330663  0.610618  0.719998  0.665308
  0.350406  0.624341  0.729602  0.676972
  0.370150  0.638064  0.739206  0.688635
  0.389893  0.651787  0.748810  0.700299
  0.409636  0.665511  0.758414  0.711962
  0.429380  0.679234  0.768018  0.723626
  0.449123  0.692957  0.777622  0.735290
  0.468866  0.706681  0.787226  0.746953
  0.488609  0.720404  0.796830  0.758617
  0.508353  0.734127  0.806434  0.770280
  0.528096  0.747851  0.816038  0.781944
  0.547839  0.761574  0.825642  0.793608
