   xfusel    yspan       cp      dMACH
   0.000000  0.000001  0.293664 -0.106869
   0.002408  0.000958  0.350994 -0.128824
   0.009607  0.003769  0.706521 -0.280755
   0.021530  0.008241  0.258485 -0.093616
   0.038060  0.014065  0.237059 -0.085618
   0.059039  0.020827  0.136802 -0.048836
   0.084265  0.028026  0.040317 -0.014259
   0.113495  0.035093 -0.039637  0.013928
   0.146447  0.041421 -0.108892  0.038079
   0.182803  0.046388 -0.157964  0.055077
   0.222215  0.049382 -0.178667  0.062224
   0.264302  0.050000 -0.093421  0.032702
   0.308658  0.050000 -0.041882  0.014714
   0.354858  0.050000  0.005374 -0.001895
   0.402455  0.050000 -0.007658  0.002697
   0.450991  0.050000 -0.011166  0.003932
   0.500000  0.050000 -0.011301  0.003980
   0.549009  0.050000 -0.007205  0.002538
   0.597545  0.050000 -0.037295  0.013107
   0.645142  0.050000 -0.067439  0.023649
   0.691342  0.049302 -0.106444  0.037229
   0.735698  0.047002 -0.098577  0.034495
   0.777785  0.043335 -0.078532  0.027518
   0.817197  0.038590 -0.048870  0.017160
   0.853553  0.033088 -0.011181  0.003937
   0.886505  0.027169  0.033125 -0.011708
   0.915735  0.021178  0.079367 -0.028170
   0.940961  0.015446  0.137859 -0.049219
   0.961940  0.010283  0.205689 -0.074000
   0.978470  0.005962  0.179666 -0.064441
   0.990393  0.002707  0.499247 -0.188180
   0.997592  0.000686  0.214942 -0.077416
   1.000000  0.000001  0.180758 -0.064841
   0.000000  0.322920  0.004384 -0.001546
   0.002408  0.322920  0.004292 -0.001514
   0.009607  0.322920  0.004001 -0.001411
   0.021530  0.322920  0.003458 -0.001219
   0.038060  0.322920  0.002582 -0.000910
   0.059039  0.322920  0.001283 -0.000452
   0.084265  0.322920 -0.000507  0.000178
   0.113495  0.322920 -0.002762  0.000973
   0.146447  0.322920 -0.005301  0.001867
   0.182803  0.322920 -0.007761  0.002733
   0.222215  0.322920 -0.009692  0.003413
   0.264302  0.322920 -0.010763  0.003790
   0.308658  0.322920 -0.010962  0.003860
   0.354858  0.322920 -0.010608  0.003735
   0.402455  0.322920 -0.010135  0.003569
   0.450991  0.322920 -0.009853  0.003470
   0.500000  0.322920 -0.009867  0.003475
   0.549009  0.322920 -0.010111  0.003561
   0.597545  0.322920 -0.010359  0.003648
   0.645142  0.322920 -0.010268  0.003616
   0.691342  0.322920 -0.009517  0.003352
   0.735698  0.322920 -0.007994  0.002816
   0.777785  0.322920 -0.005846  0.002060
   0.817197  0.322920 -0.003402  0.001199
   0.853553  0.322920 -0.001015  0.000358
   0.886505  0.322920  0.001050 -0.000370
   0.915735  0.322920  0.002666 -0.000940
   0.940961  0.322920  0.003825 -0.001349
   0.961940  0.322920  0.004599 -0.001622
   0.978470  0.322920  0.005080 -0.001791
   0.990393  0.322920  0.005358 -0.001890
   0.997592  0.322920  0.005500 -0.001939
   1.000000  0.322920  0.005542 -0.001954
   0.000000  0.348414  0.003383 -0.001193
   0.002408  0.348414  0.003301 -0.001164
   0.009607  0.348414  0.003041 -0.001072
   0.021530  0.348414  0.002566 -0.000905
   0.038060  0.348414  0.001815 -0.000640
   0.059039  0.348414  0.000719 -0.000254
   0.084265  0.348414 -0.000761  0.000268
   0.113495  0.348414 -0.002608  0.000919
   0.146447  0.348414 -0.004684  0.001650
   0.182803  0.348414 -0.006720  0.002367
   0.222215  0.348414 -0.008382  0.002952
   0.264302  0.348414 -0.009410  0.003314
   0.308658  0.348414 -0.009767  0.003440
   0.354858  0.348414 -0.009655  0.003401
   0.402455  0.348414 -0.009381  0.003304
   0.450991  0.348414 -0.009191  0.003237
   0.500000  0.348414 -0.009180  0.003233
   0.549009  0.348414 -0.009298  0.003274
   0.597545  0.348414 -0.009367  0.003299
   0.645142  0.348414 -0.009130  0.003216
   0.691342  0.348414 -0.008363  0.002946
   0.735698  0.348414 -0.006997  0.002464
   0.777785  0.348414 -0.005159  0.001818
   0.817197  0.348414 -0.003105  0.001094
   0.853553  0.348414 -0.001109  0.000391
   0.886505  0.348414  0.000624 -0.000220
   0.915735  0.348414  0.001994 -0.000703
   0.940961  0.348414  0.002996 -0.001056
   0.961940  0.348414  0.003681 -0.001298
   0.978470  0.348414  0.004120 -0.001453
   0.990393  0.348414  0.004383 -0.001545
   0.997592  0.348414  0.004518 -0.001593
   1.000000  0.348414  0.004560 -0.001608
   0.000000  0.373907  0.002599 -0.000916
   0.002408  0.373907  0.002526 -0.000891
   0.009607  0.373907  0.002294 -0.000809
   0.021530  0.373907  0.001878 -0.000662
   0.038060  0.373907  0.001230 -0.000434
   0.059039  0.373907  0.000302 -0.000107
   0.084265  0.373907 -0.000937  0.000330
   0.113495  0.373907 -0.002467  0.000869
   0.146447  0.373907 -0.004185  0.001474
   0.182803  0.373907 -0.005890  0.002075
   0.222215  0.373907 -0.007328  0.002581
   0.264302  0.373907 -0.008296  0.002922
   0.308658  0.373907 -0.008743  0.003079
   0.354858  0.373907 -0.008793  0.003097
   0.402455  0.373907 -0.008666  0.003052
   0.450991  0.373907 -0.008548  0.003011
   0.500000  0.373907 -0.008520  0.003001
   0.549009  0.373907 -0.008548  0.003011
   0.597545  0.373907 -0.008494  0.002991
   0.645142  0.373907 -0.008166  0.002876
   0.691342  0.373907 -0.007408  0.002609
   0.735698  0.373907 -0.006183  0.002178
   0.777785  0.373907 -0.004598  0.001620
   0.817197  0.373907 -0.002857  0.001006
   0.853553  0.373907 -0.001172  0.000413
   0.886505  0.373907  0.000295 -0.000104
   0.915735  0.373907  0.001468 -0.000517
   0.940961  0.373907  0.002338 -0.000824
   0.961940  0.373907  0.002945 -0.001038
   0.978470  0.373907  0.003345 -0.001179
   0.990393  0.373907  0.003589 -0.001266
   0.997592  0.373907  0.003719 -0.001311
   1.000000  0.373907  0.003760 -0.001326
   0.000000  0.399401  0.001981 -0.000699
   0.002408  0.399401  0.001915 -0.000675
   0.009607  0.399401  0.001710 -0.000603
   0.021530  0.399401  0.001345 -0.000474
   0.038060  0.399401  0.000783 -0.000276
   0.059039  0.399401 -0.000010  0.000003
   0.084265  0.399401 -0.001056  0.000372
   0.113495  0.399401 -0.002338  0.000824
   0.146447  0.399401 -0.003776  0.001330
   0.182803  0.399401 -0.005217  0.001838
   0.222215  0.399401 -0.006469  0.002279
   0.264302  0.399401 -0.007368  0.002595
   0.308658  0.399401 -0.007860  0.002769
   0.354858  0.399401 -0.008018  0.002824
   0.402455  0.399401 -0.007994  0.002816
   0.450991  0.399401 -0.007930  0.002793
   0.500000  0.399401 -0.007894  0.002780
   0.549009  0.399401 -0.007859  0.002768
   0.597545  0.399401 -0.007722  0.002720
   0.645142  0.399401 -0.007342  0.002586
   0.691342  0.399401 -0.006609  0.002328
   0.735698  0.399401 -0.005509  0.001941
   0.777785  0.399401 -0.004133  0.001456
   0.817197  0.399401 -0.002645  0.000932
   0.853553  0.399401 -0.001212  0.000427
   0.886505  0.399401  0.000041 -0.000015
   0.915735  0.399401  0.001051 -0.000371
   0.940961  0.399401  0.001812 -0.000639
   0.961940  0.399401  0.002352 -0.000829
   0.978470  0.399401  0.002713 -0.000957
   0.990393  0.399401  0.002940 -0.001036
   0.997592  0.399401  0.003062 -0.001080
   1.000000  0.399401  0.003100 -0.001093
   0.000000  0.424895  0.001489 -0.000525
   0.002408  0.424895  0.001431 -0.000505
   0.009607  0.424895  0.001249 -0.000440
   0.021530  0.424895  0.000925 -0.000326
   0.038060  0.424895  0.000437 -0.000154
   0.059039  0.424895 -0.000244  0.000086
   0.084265  0.424895 -0.001135  0.000400
   0.113495  0.424895 -0.002219  0.000782
   0.146447  0.424895 -0.003435  0.001210
   0.182803  0.424895 -0.004665  0.001643
   0.222215  0.424895 -0.005759  0.002028
   0.264302  0.424895 -0.006587  0.002320
   0.308658  0.424895 -0.007094  0.002499
   0.354858  0.424895 -0.007320  0.002578
   0.402455  0.424895 -0.007369  0.002596
   0.450991  0.424895 -0.007346  0.002588
   0.500000  0.424895 -0.007305  0.002573
   0.549009  0.424895 -0.007228  0.002546
   0.597545  0.424895 -0.007037  0.002479
   0.645142  0.424895 -0.006630  0.002336
   0.691342  0.424895 -0.005933  0.002090
   0.735698  0.424895 -0.004944  0.001742
   0.777785  0.424895 -0.003744  0.001319
   0.817197  0.424895 -0.002462  0.000867
   0.853553  0.424895 -0.001233  0.000434
   0.886505  0.424895 -0.000155  0.000055
   0.915735  0.424895  0.000721 -0.000254
   0.940961  0.424895  0.001389 -0.000490
   0.961940  0.424895  0.001869 -0.000659
   0.978470  0.424895  0.002197 -0.000775
   0.990393  0.424895  0.002406 -0.000848
   0.997592  0.424895  0.002520 -0.000889
   1.000000  0.424895  0.002555 -0.000901
   0.000000  0.450388  0.001096 -0.000387
   0.002408  0.450388  0.001044 -0.000368
   0.009607  0.450388  0.000882 -0.000311
   0.021530  0.450388  0.000598 -0.000211
   0.038060  0.450388  0.000171 -0.000060
   0.059039  0.450388 -0.000420  0.000148
   0.084265  0.450388 -0.001184  0.000417
   0.113495  0.450388 -0.002109  0.000743
   0.146447  0.450388 -0.003146  0.001109
   0.182803  0.450388 -0.004204  0.001481
   0.222215  0.450388 -0.005165  0.001820
   0.264302  0.450388 -0.005924  0.002087
   0.308658  0.450388 -0.006427  0.002264
   0.354858  0.450388 -0.006692  0.002357
   0.402455  0.450388 -0.006790  0.002392
   0.450991  0.450388 -0.006798  0.002395
   0.500000  0.450388 -0.006756  0.002380
   0.549009  0.450388 -0.006651  0.002343
   0.597545  0.450388 -0.006428  0.002264
   0.645142  0.450388 -0.006013  0.002118
   0.691342  0.450388 -0.005356  0.001887
   0.735698  0.450388 -0.004467  0.001574
   0.777785  0.450388 -0.003413  0.001203
   0.817197  0.450388 -0.002302  0.000811
   0.853553  0.450388 -0.001240  0.000437
   0.886505  0.450388 -0.000307  0.000108
   0.915735  0.450388  0.000457 -0.000161
   0.940961  0.450388  0.001046 -0.000369
   0.961940  0.450388  0.001476 -0.000520
   0.978470  0.450388  0.001774 -0.000625
   0.990393  0.450388  0.001964 -0.000693
   0.997592  0.450388  0.002070 -0.000730
   1.000000  0.450388  0.002104 -0.000742
   0.000000  0.475882  0.000782 -0.000276
   0.002408  0.475882  0.000735 -0.000259
   0.009607  0.475882  0.000590 -0.000208
   0.021530  0.475882  0.000339 -0.000119
