WARNING: 2 open meshes merged
     Merged: WingGeom
     Merged: Horizontal_Stabilizer
...Mass Properties...
4 Num Comps
4 Total Num Meshes
11392 Total Num Tris

1.043476582622103e+01             Total Mass
4.921777803014784e+00 9.518016277271944e-08 2.094395981551642e-02       Center of Gravity
1.529760521335997e+01 7.275934789597558e+01 8.595002991298314e+01       Ixx, Iyy, Izz
-1.592479136203932e-02 8.163770499461906e-01 -5.273790748497238e-03       Ixy, Ixz, Iyz
1.043476582622103e+01             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
FuselageGeom	8.044954052160005e+00	5.144458766284760e+00	1.273881656131270e-16	5.943733545831764e-03	1.663837270138795e+00	4.228827394183343e+01	4.284658189151295e+01	-1.510672975289029e-02	7.862844987757797e-02	-8.033310625320660e-03	8.044954052160005e+00
WingGeom	1.161484362784295e+00	6.765658744246519e+00	8.550977889106777e-07	6.092634971277849e-02	1.249164210799838e+01	1.465305817467002e+00	1.394779105188729e+01	-1.000161685179636e-03	3.418867609364603e-02	2.695777855026282e-03	1.161484362784295e+00
Horizontal_Stabilizer	1.801694168299505e-01	9.024121083987957e+00	-4.209368232397685e-16	6.463803026043025e-01	9.548729511962271e-02	9.044743938632671e-02	1.711609674989296e-01	-7.027001897382863e-05	1.101295560698860e-02	5.372497673441952e-05	1.801694168299505e-01
Fuselage_Engine	1.048157994446773e+00	4.642305446841666e-01	-5.374680647461074e-16	-1.573685632957551e-02	9.710843715127647e-01	6.331911813798394e-01	7.779206547639042e-01	2.505387843349417e-04	1.402834407027084e-04	9.977335244500552e-06	1.048157994446773e+00
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	1.043476582622103e+01	4.921777803014784e+00	9.518016277271944e-08	2.094395981551642e-02	1.529760521335997e+01	7.275934789597558e+01	8.595002991298314e+01	-1.592479136203932e-02	8.163770499461906e-01	-5.273790748497238e-03	1.043476582622103e+01

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
10 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
4.642305446841666e-01	1.170139143005058e+00	4.642305446841667e-01	-5.525993891715832e-16	-1.427364830760753e-02	9.752683778957494e-01	6.595879479453467e-01	8.069168304643793e-01	2.368854865548932e-04	1.482309252828413e-04	-5.776194584154780e-05	1.170139143005058e+00
1.467995750506886e+00	1.738946378280169e+00	7.925609168685279e-01	-3.664838312514065e-16	-1.184627459464259e-02	1.053063617196629e+00	1.184255481264010e+00	1.370113207575575e+00	-9.319014547485950e-04	2.150838444188946e-03	-2.868650157000333e-04	1.738946378280169e+00
2.471760956329605e+00	2.642564797269994e+00	1.366759167898375e+00	-2.165998451832187e-16	-1.015148246638750e-02	1.232131918858689e+00	3.108151154930961e+00	3.357996480429887e+00	-2.902933499288736e-03	6.104706418136773e-03	-2.200195299710290e-03	2.642564797269994e+00
3.475526162152325e+00	3.718823955206322e+00	1.977054201182293e+00	-3.246321058813120e-17	-6.738107861102062e-03	1.476550780925183e+00	6.823577952515905e+00	7.140616521435672e+00	-6.134798694265127e-03	2.304213330153290e-02	-4.957567412608627e-03	3.718823955206322e+00
4.479291367975044e+00	4.864359429778097e+00	2.566320163480607e+00	1.540514630340221e-16	-2.567277022394975e-03	1.755632262975074e+00	1.264376895666213e+01	1.304710135960973e+01	-9.541162582331408e-03	5.976564668347344e-02	-5.944438845743545e-03	4.864359429778097e+00
5.483056573797763e+00	6.312031876349827e+00	3.235277326220810e+00	1.168086754839269e-16	1.305752630148127e-03	2.346377234658620e+00	2.253288175250310e+01	2.333888230760709e+01	-1.176151102746579e-02	1.135230313741337e-01	-2.562826901743389e-03	6.312031876349827e+00
6.486821779620483e+00	7.821100127897736e+00	3.862657416346455e+00	1.562901161198891e-16	5.655405952307587e-03	4.682691709871733e+00	3.581069244774931e+01	3.878342093287633e+01	-1.299850544379752e-02	2.023298482985849e-01	-3.525696082816939e-03	7.821100127897736e+00
7.490586985443201e+00	9.140428650937976e+00	4.386312393905880e+00	1.086582203450846e-07	8.422680041003206e-03	9.114344158830647e+00	5.102480954051015e+01	5.827161594691108e+01	-1.512249335970688e-02	2.793754149217112e-01	-5.338823592909248e-03	9.140428650937976e+00
8.494352191265921e+00	1.016551209710194e+01	4.800564381629847e+00	9.770119807279623e-08	1.435565371539961e-02	1.516368929229979e+01	6.685570679262032e+01	8.003010283947802e+01	-1.583609257859826e-02	5.017895402234474e-01	-5.183926663816493e-03	1.016551209710194e+01
9.498117397088642e+00	1.043476582622104e+01	4.921777803014791e+00	9.518016286053430e-08	2.094395981551640e-02	1.529760521335997e+01	7.275934789597552e+01	8.595002991298314e+01	-1.592479136203977e-02	8.163770499461929e-01	-5.273790748497252e-03	1.043476582622104e+01
