  0.500000  3.808422
  0.750000
   33
  0.000000  0.000001
  0.002408  0.001007
  0.009607  0.003959
  0.021530  0.008656
  0.038060  0.014773
  0.059039  0.021875
  0.084265  0.029435
  0.113495  0.036858
  0.146447  0.043505
  0.182803  0.048721
  0.222215  0.051867
  0.264302  0.052515
  0.308658  0.052515
  0.354858  0.052515
  0.402455  0.052515
  0.450991  0.052515
  0.500000  0.052515
  0.549009  0.052515
  0.597545  0.052515
  0.645142  0.052515
  0.691342  0.052515
  0.735698  0.052515
  0.777785  0.051867
  0.817197  0.048721
  0.853553  0.043505
  0.886505  0.036858
  0.915735  0.029435
  0.940961  0.021875
  0.961940  0.014773
  0.978470  0.008656
  0.990393  0.003959
  0.997592  0.001007
  1.000000  0.000001
  0.226866  0.567164
  0.226866  0.549846  0.681134  0.615490
  0.244776  0.562387  0.690911  0.626649
  0.262687  0.574928  0.700688  0.637808
  0.280597  0.587469  0.710465  0.648967
  0.298507  0.600010  0.720242  0.660126
  0.316418  0.612551  0.730019  0.671285
  0.334328  0.625092  0.739796  0.682444
  0.352239  0.637633  0.749573  0.693603
  0.370149  0.650174  0.759350  0.704762
  0.388060  0.662715  0.769127  0.715921
  0.405970  0.675256  0.778905  0.727080
  0.423881  0.687797  0.788682  0.738239
  0.441791  0.700338  0.798459  0.749398
  0.459702  0.712879  0.808236  0.760558
  0.477612  0.725420  0.818013  0.771717
  0.495522  0.737961  0.827790  0.782876
  0.513433  0.750502  0.837567  0.794035
  0.531343  0.763043  0.847344  0.805194
  0.549254  0.775584  0.857121  0.816353
  0.567164  0.788125  0.866898  0.827512
