WARNING: 2 open meshes merged
     Merged: WingGeom
     Merged: Horizontal_Stabilizer
...Mass Properties...
6 Num Comps
6 Total Num Meshes
37000 Total Num Tris

2.337267225691539e+01             Total Mass
5.977508974720688e+00 -2.741660907888332e-07 7.087013513327126e-02       Center of Gravity
8.459981743039442e+01 9.404017789339198e+01 1.719471370552197e+02       Ixx, Iyy, Izz
-6.985865079214312e-02 2.082809756989633e+00 5.247123331973124e-02       Ixy, Ixz, Iyz
2.337267225691539e+01             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
FuselageGeom	1.325489877388708e+01	5.202809768974698e+00	-1.216400009099907e-06	1.882085488529527e-02	4.585094952046981e+00	6.507580634729764e+01	6.649376737806300e+01	-3.057269180291558e-02	1.232481838277133e-01	1.624303413605208e-02	1.325489877388708e+01
WingGeom	9.156352640585558e+00	6.918294845190525e+00	3.883351053920050e-09	4.682093053440110e-02	7.891802396886028e+01	8.135671141952423e+00	8.546010531072106e+01	-3.870830644809730e-02	1.413921556905261e-01	3.627396451666273e-02	9.156352640585558e+00
ConformalGeom	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
ConformalGeom	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
Horizontal_Stabilizer	1.500051200940297e-01	9.125445492995551e+00	6.452918065699649e-05	6.902053316708777e-01	9.018222571980322e-02	7.197199839352089e-02	1.509937880864849e-01	-1.981068030529259e-05	6.857133085612598e-03	-1.175056610080104e-05	1.500051200940297e-01
Fuselage_Engine	8.114157223485720e-01	7.434451125383538e+00	-8.898997480420424e-17	1.078007988061535e+00	8.473239230963282e-02	5.669601472063617e-01	5.742862099799609e-01	-6.008370932836032e-04	9.268193293053356e-04	-4.084809932664342e-05	8.114157223485720e-01
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	2.337267225691539e+01	5.977508974720688e+00	-2.741660907888332e-07	7.087013513327126e-02	8.459981743039442e+01	9.404017789339198e+01	1.719471370552197e+02	-6.985865079214312e-02	2.082809756989633e+00	5.247123331973124e-02	2.337267225691539e+01

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
10 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
4.999999999999999e-01	1.679168621323489e-01	4.999999999999992e-01	-5.429244599094496e-07	-6.911783247935228e-04	7.465150313101942e-03	3.668823909833169e-02	4.074227043658216e-02	-8.319925629611895e-05	-1.427368665251500e-04	-1.893972356935142e-04	1.679168621323489e-01
1.500000000000000e+00	1.009376859462490e+00	1.333643043667787e+00	-6.868820791432075e-07	-3.424741499595461e-04	1.610336612506647e-01	4.016507273697426e-01	4.599220733859358e-01	-1.821603809887102e-03	-1.141273262767022e-03	-1.899055795522834e-03	1.009376859462490e+00
2.500000000000000e+00	2.373484249664394e+00	2.003980815646322e+00	-2.921118503367898e-07	2.212809771863958e-03	5.402402864313043e-01	1.631617950648267e+00	1.755908455135241e+00	-5.554550897160023e-03	-3.094793765474570e-04	-3.312212877213800e-03	2.373484249664394e+00
3.500000000000000e+00	4.087087099091423e+00	2.631220381369266e+00	-2.610561181051661e-08	7.685035371267701e-03	1.138757571739212e+00	4.461000989292379e+00	4.693420754402787e+00	-1.058829330779595e-02	1.670486456203584e-02	-3.092054285614999e-03	4.087087099091423e+00
4.500000000000000e+00	6.133169345815838e+00	3.254662615738573e+00	8.985716183870609e-10	1.392325758159741e-02	2.013761115827803e+00	9.958773003058925e+00	1.044672188473475e+01	-1.490779090309320e-02	6.245604037357757e-02	2.636693680416496e-03	6.133169345815838e+00
5.500000000000000e+00	8.984901751452668e+00	3.967313856388019e+00	-1.355566258600825e-08	1.610654385050356e-02	3.893155139311676e+00	2.069784127446519e+01	2.240315899590913e+01	-1.944451872794195e-02	9.021130795246378e-02	6.813092271529709e-03	8.984901751452668e+00
6.500000000000000e+00	1.565975466418544e+01	5.046852319489826e+00	-7.478145968607478e-09	3.736926660866242e-02	2.309318137257879e+01	4.766343672433871e+01	6.655059520661102e+01	-5.375329416644618e-02	5.677889594010204e-01	3.928657312723251e-02	1.565975466418544e+01
7.500000000000000e+00	2.085839384739222e+01	5.658262274992605e+00	-5.614331851054690e-09	6.200550349746187e-02	6.210500942393404e+01	7.313482815015733e+01	1.292326031359805e+02	-6.560090827863818e-02	1.508325788169137e+00	4.873117915040146e-02	2.085839384739222e+01
8.500000000000000e+00	2.305594358258241e+01	5.929119113390997e+00	-2.775123255474816e-07	6.870804301016259e-02	8.446808750300379e+01	8.993697343464056e+01	1.678187640038948e+02	-6.968667190854493e-02	1.904993130792806e+00	5.279818656052594e-02	2.305594358258241e+01
9.500000000000000e+00	2.337267225691537e+01	5.977508974720694e+00	-2.741660901876375e-07	7.087013513327145e-02	8.459981743039442e+01	9.404017789339210e+01	1.719471370552203e+02	-6.985865079215271e-02	2.082809756989634e+00	5.247123331973170e-02	2.337267225691537e+01
