# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,QPQPMXJFFJ,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,21,81
# x,y,z,u,w
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 5.921189464667502314e-19, 0.000000000000000000e+00, 5.000000000000000278e-02
0.000000000000000000e+00, 0.000000000000000000e+00, 4.736951571734001851e-18, 0.000000000000000000e+00, 1.000000000000000056e-01
0.000000000000000000e+00, -4.736951571733997999e-18, 5.255055649892407413e-18, 0.000000000000000000e+00, 1.499999999999999944e-01
0.000000000000000000e+00, -2.901382837687069913e-17, 7.401486830834298448e-20, 0.000000000000000000e+00, 2.000000000000000111e-01
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e-01
0.000000000000000000e+00, -5.329070518200751197e-17, 1.184237892933499500e-18, 0.000000000000000000e+00, 2.999999999999999889e-01
0.000000000000000000e+00, -3.552713678800502852e-17, 9.473903143467995999e-18, 0.000000000000000000e+00, 3.499999999999999778e-01
-3.789561257387210726e-17, 0.000000000000000000e+00, 9.621932880084713457e-18, 0.000000000000000000e+00, 4.000000000000000222e-01
-4.736951571734013407e-18, 0.000000000000000000e+00, 5.181040781584059469e-18, 0.000000000000000000e+00, 4.500000000000000111e-01
-7.401486830834376525e-17, -3.700743415417188263e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01
-7.697546304067700816e-18, -1.450691418843534957e-17, 1.894780628693605363e-17, 0.000000000000000000e+00, 5.500000000000000444e-01
-3.552713678800491143e-17, -1.894780628693605363e-17, 3.552713678800478663e-18, 0.000000000000000000e+00, 5.999999999999999778e-01
-7.105427357601012792e-18, -1.480297366166879190e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.500000000000000222e-01
-3.197442310920449979e-17, -3.996802888650556310e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.999999999999999556e-01
0.000000000000000000e+00, -1.850371707708594131e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.500000000000000000e-01
0.000000000000000000e+00, -1.776356839400957318e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000444e-01
-5.329070518200753046e-17, -1.184237892933503352e-18, 1.865174681370262796e-17, 0.000000000000000000e+00, 8.499999999999999778e-01
-5.921189464667516759e-19, -4.440892098500632995e-19, 1.894780628693599200e-17, 0.000000000000000000e+00, 9.000000000000000222e-01
-1.598721155460222524e-17, -1.998401444325281237e-18, 2.368475785867006703e-18, 0.000000000000000000e+00, 9.499999999999999556e-01
-7.401486830834376525e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
-7.401486830834376525e-17, 0.000000000000000000e+00, 1.065814103640151534e-17, 0.000000000000000000e+00, 1.050000000000000044e+00
-7.401486830834376525e-17, 0.000000000000000000e+00, 1.421085471520197936e-17, 0.000000000000000000e+00, 1.100000000000000089e+00
-5.269858623554086400e-17, 1.184237892933487752e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.149999999999999911e+00
-4.559315887793653399e-17, 9.621932880083175794e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00
-7.401486830834376525e-17, 1.850371707708594131e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.250000000000000000e+00
-4.204044519913926547e-17, 3.996802888650556310e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.300000000000000044e+00
-6.690944095074280639e-17, 1.480297366166859690e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.350000000000000089e+00
-3.848773152033838544e-17, 1.894780628693580403e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00
-5.802765675374141059e-17, 7.993605777301181954e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.449999999999999956e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.500000000000000000e+00
-4.500103993147307228e-17, 3.552713678800478663e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.550000000000000044e+00
-3.789561257387160805e-17, 0.000000000000000000e+00, 1.125025998286819566e-17, 0.000000000000000000e+00, 1.600000000000000089e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.649999999999999911e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.699999999999999956e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.750000000000000000e+00
-6.631732200427581330e-17, 0.000000000000000000e+00, 8.363680118842823065e-18, 0.000000000000000000e+00, 1.800000000000000044e+00
-2.131628207280290433e-17, 0.000000000000000000e+00, 3.256654205567106917e-18, 0.000000000000000000e+00, 1.850000000000000089e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.899999999999999911e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.949999999999999956e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00
-3.789561257387362335e-17, 3.789561257387362335e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.049999999999999822e+00
-6.631732200427581330e-17, 0.000000000000000000e+00, -4.218847493575585504e-18, 0.000000000000000000e+00, 2.100000000000000089e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -5.625129991434134036e-18, 0.000000000000000000e+00, 2.149999999999999911e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -4.588921835117312127e-18, 0.000000000000000000e+00, 2.200000000000000178e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.250000000000000000e+00
0.000000000000000000e+00, 5.329070518200745034e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.299999999999999822e+00
0.000000000000000000e+00, 3.552713678800491143e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.350000000000000089e+00
-2.605323364453685534e-17, 0.000000000000000000e+00, -9.177843670234624254e-18, 0.000000000000000000e+00, 2.399999999999999911e+00
-4.796163466380615187e-17, 3.434289889507145526e-17, -1.850371707708594131e-17, 0.000000000000000000e+00, 2.450000000000000178e+00
-7.401486830834376525e-17, 0.000000000000000000e+00, -1.850371707708594131e-17, 0.000000000000000000e+00, 2.500000000000000000e+00
-6.631732200427605981e-17, 0.000000000000000000e+00, -9.473903143468026814e-18, 0.000000000000000000e+00, 2.549999999999999822e+00
-4.796163466380672503e-17, 0.000000000000000000e+00, -3.996802888650556310e-18, 0.000000000000000000e+00, 2.600000000000000089e+00
-2.605323364453704023e-17, 0.000000000000000000e+00, -1.184237892933503352e-18, 0.000000000000000000e+00, 2.649999999999999911e+00
-7.697546304067700816e-18, 0.000000000000000000e+00, -1.480297366166859690e-19, 0.000000000000000000e+00, 2.700000000000000178e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.750000000000000000e+00
-3.552713678800538597e-17, 1.125025998286819566e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00
-5.921189464667753648e-19, 0.000000000000000000e+00, -1.421085471520210570e-17, 0.000000000000000000e+00, 2.850000000000000089e+00
-7.342274936187701868e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.899999999999999911e+00
-5.802765675374141059e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.950000000000000178e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00
-2.605323364453685534e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.049999999999999822e+00
-6.631732200427605981e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.100000000000000089e+00
-6.690944095074258452e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.149999999999999911e+00
-7.697546304067953498e-18, -1.657933050106895332e-17, -1.421085471520210570e-17, 0.000000000000000000e+00, 3.200000000000000178e+00
-7.401486830834376525e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.250000000000000000e+00
-5.269858623554086400e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.299999999999999822e+00
-4.559315887793981269e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.350000000000000089e+00
-7.401486830834376525e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.399999999999999911e+00
-2.072416312633600368e-17, -1.598721155460217902e-17, -1.598721155460217902e-17, 0.000000000000000000e+00, 3.450000000000000178e+00
0.000000000000000000e+00, -3.700743415417188263e-17, -1.850371707708594131e-17, 0.000000000000000000e+00, 3.500000000000000000e+00
0.000000000000000000e+00, -1.894780628693605363e-17, -1.672736023768570160e-17, 0.000000000000000000e+00, 3.549999999999999822e+00
0.000000000000000000e+00, -7.993605777301112620e-18, -1.317464655888518519e-17, 0.000000000000000000e+00, 3.600000000000000089e+00
0.000000000000000000e+00, -2.368475785867006703e-18, -1.051011129978481637e-17, 0.000000000000000000e+00, 3.649999999999999911e+00
0.000000000000000000e+00, -2.960594732333719379e-19, -1.139828971948495317e-17, 0.000000000000000000e+00, 3.700000000000000178e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -1.850371707708594131e-17, 0.000000000000000000e+00, 3.750000000000000000e+00
0.000000000000000000e+00, -3.671137468093849701e-17, -3.996802888650590977e-18, 0.000000000000000000e+00, 3.799999999999999822e+00
0.000000000000000000e+00, -4.500103993147307228e-17, -1.480297366166859690e-19, 0.000000000000000000e+00, 3.850000000000000089e+00
-7.105427357601177651e-18, -2.901382837687098263e-17, -4.440892098500736032e-19, 0.000000000000000000e+00, 3.899999999999999911e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -3.700743415416557602e-20, 0.000000000000000000e+00, 3.950000000000000178e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00
3.538751026245671172e-01, 2.321510945282100891e-01, 0.000000000000000000e+00, 2.000000000000000111e-01, 0.000000000000000000e+00
3.542750591606145250e-01, 2.306026022311036816e-01, -1.136943800689612163e-02, 2.000000000000000111e-01, 5.000000000000000278e-02
3.554207412658437759e-01, 2.276839033177968097e-01, -2.267249294296904902e-02, 2.000000000000000111e-01, 1.000000000000000056e-01
3.572305240355140299e-01, 2.234855296491081167e-01, -3.385486140268520461e-02, 2.000000000000000111e-01, 1.499999999999999944e-01
3.596227825648851129e-01, 2.180980130858563015e-01, -4.486223998051096229e-02, 2.000000000000000111e-01, 2.000000000000000111e-01
3.625158919492164067e-01, 2.116118854888602852e-01, -5.564032527091272717e-02, 2.000000000000000111e-01, 2.500000000000000000e-01
3.658282079010395371e-01, 2.041186804290165968e-01, -6.613928820325234992e-02, 2.000000000000000111e-01, 2.999999999999999889e-01
3.694780086019764376e-01, 1.957139383175355851e-01, -7.632719704647353276e-02, 2.000000000000000111e-01, 3.499999999999999778e-01
3.733835218542248535e-01, 1.864939973108952209e-01, -8.617668713118958879e-02, 2.000000000000000111e-01, 4.000000000000000222e-01
3.774623435810772754e-01, 1.763002465036465627e-01, -9.506252907550818976e-02, 2.000000000000000111e-01, 4.500000000000000111e-01
3.816314966543013498e-01, 1.641432090333406757e-01, -1.025819352846885912e-01, 2.000000000000000111e-01, 5.000000000000000000e-01
3.858075254059293302e-01, 1.501902307141687598e-01, -1.084959657292972890e-01, 2.000000000000000111e-01, 5.500000000000000444e-01
3.899064125591770180e-01, 1.349385454713839527e-01, -1.124200743586578483e-01, 2.000000000000000111e-01, 5.999999999999999778e-01
3.938436699822420728e-01, 1.187962164204245524e-01, -1.156319127727567092e-01, 2.000000000000000111e-01, 6.500000000000000222e-01
3.975342344233050440e-01, 1.023325741226662478e-01, -1.184280148868083887e-01, 2.000000000000000111e-01, 6.999999999999999556e-01
4.008924337189463394e-01, 8.561685062234233867e-02, -1.208080884887594991e-01, 2.000000000000000111e-01, 7.500000000000000000e-01
4.038325413712735568e-01, 6.871286035209595022e-02, -1.227708250367342269e-01, 2.000000000000000111e-01, 8.000000000000000444e-01
4.062687327984239039e-01, 5.166261684569253831e-02, -1.243101173097720669e-01, 2.000000000000000111e-01, 8.499999999999999778e-01
4.081151588975420186e-01, 3.450268341217805484e-02, -1.254186584171412266e-01, 2.000000000000000111e-01, 9.000000000000000222e-01
4.092859705657719283e-01, 1.726962336059854539e-02, -1.260891414681101219e-01, 2.000000000000000111e-01, 9.499999999999999556e-01
4.096953187002582708e-01, -3.858475737419427141e-17, -1.263142595719470296e-01, 2.000000000000000111e-01, 1.000000000000000000e+00
4.092859705657643232e-01, -1.726962336057703482e-02, -1.260891414681619138e-01, 2.000000000000000111e-01, 1.050000000000000044e+00
4.081151588975287514e-01, -3.450268341211341211e-02, -1.254186584172318486e-01, 2.000000000000000111e-01, 1.100000000000000089e+00
4.062687327984090269e-01, -5.166261684559546319e-02, -1.243101173098755813e-01, 2.000000000000000111e-01, 1.149999999999999911e+00
4.038325413712622880e-01, -6.871286035200971365e-02, -1.227708250368119425e-01, 2.000000000000000111e-01, 1.199999999999999956e+00
4.008924337189463394e-01, -8.561685062234242194e-02, -1.208080884887595408e-01, 2.000000000000000111e-01, 1.250000000000000000e+00
3.975342344233211422e-01, -1.023325741228119923e-01, -1.184280148866984350e-01, 2.000000000000000111e-01, 1.300000000000000044e+00
3.938436699822573384e-01, -1.187962164205649401e-01, -1.156319127726532225e-01, 2.000000000000000111e-01, 1.350000000000000089e+00
3.899064125591681362e-01, -1.349385454712976884e-01, -1.124200743587210199e-01, 2.000000000000000111e-01, 1.399999999999999911e+00
3.858075236249123297e-01, -1.501902145610326533e-01, -1.084959775427419282e-01, 2.000000000000000111e-01, 1.449999999999999956e+00
3.816314966543014053e-01, -1.641432090333406757e-01, -1.025819352846886051e-01, 2.000000000000000111e-01, 1.500000000000000000e+00
3.774623453852195554e-01, -1.763002596483809192e-01, -9.506251375807883708e-02, 2.000000000000000111e-01, 1.550000000000000044e+00
3.733835218542385648e-01, -1.864939973109843163e-01, -8.617668713108651846e-02, 2.000000000000000111e-01, 1.600000000000000089e+00
3.694780086019566201e-01, -1.957139383173818747e-01, -7.632719704661991567e-02, 2.000000000000000111e-01, 1.649999999999999911e+00
3.658282079010140020e-01, -2.041186804288346868e-01, -6.613928820335243652e-02, 2.000000000000000111e-01, 1.699999999999999956e+00
3.625158919492171838e-01, -2.116118854888602852e-01, -5.564032527091274799e-02, 2.000000000000000111e-01, 1.750000000000000000e+00
3.596227825649234155e-01, -2.180980130860760979e-01, -4.486223998071170449e-02, 2.000000000000000111e-01, 1.800000000000000044e+00
3.572305240355856393e-01, -2.234855296495001364e-01, -3.385486140324853871e-02, 2.000000000000000111e-01, 1.850000000000000089e+00
3.554207412659293741e-01, -2.276839033182513350e-01, -2.267249294379466984e-02, 2.000000000000000111e-01, 1.899999999999999911e+00
3.542750591606811383e-01, -2.306026022314484336e-01, -1.136943800762135054e-02, 2.000000000000000111e-01, 1.949999999999999956e+00
3.538751026245670617e-01, -2.321510945282100891e-01, -2.130418292950218648e-17, 2.000000000000000111e-01, 2.000000000000000000e+00
3.542753696042478806e-01, -2.322369560456971627e-01, 1.120822432567666893e-02, 2.000000000000000111e-01, 2.049999999999999822e+00
3.554213173848498886e-01, -2.305534255111484909e-01, 2.132432422793527002e-02, 2.000000000000000111e-01, 2.100000000000000089e+00
3.572310604254018140e-01, -2.272494290104276893e-01, 3.130902133073119875e-02, 2.000000000000000111e-01, 2.149999999999999911e+00
3.596230446989890916e-01, -2.224220944153280644e-01, 4.108473278738715428e-02, 2.000000000000000111e-01, 2.200000000000000178e+00
3.625158919492172949e-01, -2.161713699168540948e-01, 5.058008164063287210e-02, 2.000000000000000111e-01, 2.250000000000000000e+00
3.658281438931262342e-01, -2.085974585512180013e-01, 5.972675758857733108e-02, 2.000000000000000111e-01, 2.299999999999999822e+00
3.694779917892084820e-01, -1.998010936178839514e-01, 6.846763850930917550e-02, 2.000000000000000111e-01, 2.350000000000000089e+00
3.733835190787799796e-01, -1.898830479999177867e-01, 7.674865591016291622e-02, 2.000000000000000111e-01, 2.399999999999999911e+00
3.774623436462234416e-01, -1.789419489461688273e-01, 8.452164958621224966e-02, 2.000000000000000111e-01, 2.450000000000000178e+00
3.816314966543016274e-01, -1.670733489932181570e-01, 9.174532190917374097e-02, 2.000000000000000111e-01, 2.500000000000000000e+00
3.858078750690137060e-01, -1.533846577305871817e-01, 9.931464433007863857e-02, 2.000000000000000111e-01, 2.549999999999999822e+00
3.899072106754932210e-01, -1.388237606178682193e-01, 1.059611040127324405e-01, 2.000000000000000111e-01, 2.600000000000000089e+00
3.938444507810812678e-01, -1.235202484744414020e-01, 1.116524798645098793e-01, 2.000000000000000111e-01, 2.649999999999999911e+00
3.975345426931186643e-01, -1.076037121196863622e-01, 1.163565507927858678e-01, 2.000000000000000111e-01, 2.700000000000000178e+00
4.008924337189464504e-01, -9.120374237298342623e-02, 1.200410957049352634e-01, 2.000000000000000111e-01, 2.750000000000000000e+00
4.038327809205862762e-01, -7.444497965692023489e-02, 1.226745772074698815e-01, 2.000000000000000111e-01, 2.799999999999999822e+00
4.062692064972849293e-01, -5.663177746067794838e-02, 1.243033639797211098e-01, 2.000000000000000111e-01, 2.850000000000000089e+00
4.081156144538378161e-01, -3.780578479125665942e-02, 1.254125173297693796e-01, 2.000000000000000111e-01, 2.899999999999999911e+00
4.092861478161664568e-01, -1.891819835283933479e-02, 1.260867991251661824e-01, 2.000000000000000111e-01, 2.950000000000000178e+00
4.096953187002585484e-01, 3.596138221810806551e-18, 1.263142595719470296e-01, 2.000000000000000111e-01, 3.000000000000000000e+00
4.092861478160669808e-01, 1.891819835203866276e-02, 1.260867991256040543e-01, 2.000000000000000111e-01, 3.049999999999999822e+00
4.081156144537525510e-01, 3.780578479018907589e-02, 1.254125173301446905e-01, 2.000000000000000111e-01, 3.100000000000000089e+00
4.062692064973305595e-01, 5.663177746141184049e-02, 1.243033639795015910e-01, 2.000000000000000111e-01, 3.149999999999999911e+00
4.038327897631912577e-01, 7.444509773553266430e-02, 1.226745423876473007e-01, 2.000000000000000111e-01, 3.200000000000000178e+00
4.008924337189462839e-01, 9.120374237298339848e-02, 1.200410957049352773e-01, 2.000000000000000111e-01, 3.250000000000000000e+00
3.975341712038520381e-01, 1.075987661731843958e-01, 1.163580218547750067e-01, 2.000000000000000111e-01, 3.299999999999999822e+00
3.938436530482228859e-01, 1.235097135553528680e-01, 1.116556870147139557e-01, 2.000000000000000111e-01, 3.350000000000000089e+00
