# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,ILQFULOCMW,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,21,17
# x,y,z,u,w
1.427178013124088096e+00, -2.238188919332839699e-01, 3.133470770194606292e-01, 5.999999999999999778e-01, 2.750000000000000000e+00
1.434444452182514596e+00, 9.521283850397685089e-18, 3.140865880206658023e-01, 5.999999999999999778e-01, 3.000000000000000000e+00
1.427178013124088096e+00, 2.238188919332839422e-01, 3.133470770194606292e-01, 5.999999999999999778e-01, 3.250000000000000000e+00
1.411666191719638253e+00, 3.917670836455688921e-01, 2.407778192439641862e-01, 5.999999999999999778e-01, 3.500000000000000000e+00
1.396808365933210894e+00, 4.781413990737652941e-01, 1.362241576066172966e-01, 5.999999999999999778e-01, 3.750000000000000000e+00
1.390271357329764257e+00, 4.933133208961576477e-01, 0.000000000000000000e+00, 5.999999999999999778e-01, 4.000000000000000000e+00
1.963333806017480976e+00, 5.452377736320526136e-01, 0.000000000000000000e+00, 8.000000000000000444e-01, 0.000000000000000000e+00
1.965550419958599804e+00, 4.999261210472207839e-01, -2.074332052829048201e-01, 8.000000000000000444e-01, 2.500000000000000000e-01
1.970850443392487605e+00, 4.301553826787574697e-01, -3.857027203463022080e-01, 8.000000000000000444e-01, 5.000000000000000000e-01
1.976731796264615149e+00, 2.181995934065799891e-01, -3.927219878127551356e-01, 8.000000000000000444e-01, 7.500000000000000000e-01
