...Wave Drag Slice...
Inlet Area: 0.000000
Exit Area: 0.000000

Theta:   0.00, Start:   0.83, End:  10.83
         0.00000000,          0.00000124
         0.05263158,          0.18376872
         0.10526316,          0.41969474
         0.15789474,          0.63561406
         0.21052632,          0.80302989
         0.26315789,          0.91888692
         0.31578947,          1.00740835
         0.36842105,          1.07682801
         0.42105263,          1.17701656
         0.47368421,          1.36753238
         0.52631579,          1.72862448
         0.57894737,          2.21492561
         0.63157895,          2.28514574
         0.68421053,          1.74878230
         0.73684211,          1.48777240
         0.78947368,          1.24425635
         0.84210526,          0.83372779
         0.89473684,          0.55427595
         0.94736842,          0.26658844
         1.00000000,          0.00000299

Theta:  20.00, Start:   0.78, End:  13.03
         0.00000000,          0.00000181
         0.05263158,          0.24180863
         0.10526316,          0.51941180
         0.15789474,          0.74916802
         0.21052632,          0.90862208
         0.26315789,          1.01923850
         0.31578947,          1.09610184
         0.36842105,          1.68015651
         0.42105263,          2.01212210
         0.47368421,          1.78800668
         0.52631579,          1.74480048
         0.57894737,          1.50443035
         0.63157895,          1.16428338
         0.68421053,          0.99448800
         0.73684211,          0.60102976
         0.78947368,          0.22985697
         0.84210526,          0.05607634
         0.89473684,          0.04320929
         0.94736842,          0.03178810
         1.00000000,          0.00000000

Theta:  40.00, Start:   0.64, End:  16.07
         0.00000000,          0.00001157
         0.05263158,          0.32218280
         0.10526316,          0.67285145
         0.15789474,          0.98455923
         0.21052632,          1.21022196
         0.26315789,          1.39428323
         0.31578947,          1.45405641
         0.36842105,          1.53818157
         0.42105263,          1.71219950
         0.47368421,          1.45940380
         0.52631579,          1.00074363
         0.57894737,          0.75077870
         0.63157895,          0.21281335
         0.68421053,          0.06264478
         0.73684211,          0.05287705
         0.78947368,          0.04393664
         0.84210526,          0.03582366
         0.89473684,          0.02853803
         0.94736842,          0.02207980
         1.00000000,          0.00000000

Theta:  60.00, Start:  -0.53, End:  18.23
         0.00000000,          0.00000501
         0.05263158,          0.07948942
         0.10526316,          0.48792764
         0.15789474,          0.85592600
         0.21052632,          1.14154944
         0.26315789,          1.30398862
         0.31578947,          1.19712303
         0.36842105,          1.47237783
         0.42105263,          1.68518863
         0.47368421,          1.20012349
         0.52631579,          0.70679419
         0.57894737,          0.19163890
         0.63157895,          0.05861543
         0.68421053,          0.05027566
         0.73684211,          0.04257556
         0.78947368,          0.03551511
         0.84210526,          0.02909433
