# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,MYDBXLVZBJ,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,21,65
# x,y,z,u,w
-7.401486830834376525e-17, -7.401486830834376525e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-4.958417935500373406e-17, -7.083454193571961480e-17, 7.589415207398530075e-19, 0.000000000000000000e+00, 6.250000000000000000e-02
-3.122502256758252770e-17, -6.245004513516505540e-17, 2.602085213965210642e-18, 0.000000000000000000e+00, 1.250000000000000000e-01
-1.807003620809173646e-17, -5.059610138265686948e-17, 4.878909776184769953e-18, 0.000000000000000000e+00, 1.875000000000000000e-01
-9.251858538542970657e-18, -3.700743415417188263e-17, 6.938893903907228378e-18, 0.000000000000000000e+00, 2.500000000000000000e-01
-3.903127820947815962e-18, -2.341876692568689577e-17, 8.131516293641283255e-18, 0.000000000000000000e+00, 3.125000000000000000e-01
-1.156482317317871332e-18, -1.156482317317871294e-17, 7.806255641895631925e-18, 0.000000000000000000e+00, 3.750000000000000000e-01
-1.445602896647339165e-19, -3.180326372624146211e-18, 5.312590645178971727e-18, 0.000000000000000000e+00, 4.375000000000000000e-01
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01
0.000000000000000000e+00, -1.062518129035794345e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.625000000000000000e-01
0.000000000000000000e+00, -1.561251128379126385e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.250000000000000000e-01
0.000000000000000000e+00, -1.626303258728256651e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.875000000000000000e-01
0.000000000000000000e+00, -1.387778780781445676e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.500000000000000000e-01
0.000000000000000000e+00, -9.757819552369539906e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.125000000000000000e-01
0.000000000000000000e+00, -5.204170427930421283e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.750000000000000000e-01
0.000000000000000000e+00, -1.517883041479706015e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.375000000000000000e-01
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
-1.445602896647339165e-19, 7.228014483236695825e-20, 3.614007241618347913e-20, 0.000000000000000000e+00, 1.062500000000000000e+00
-1.156482317317871332e-18, 5.782411586589356660e-19, 2.891205793294678330e-19, 0.000000000000000000e+00, 1.125000000000000000e+00
-3.903127820947815962e-18, 1.951563910473907981e-18, 9.757819552369539906e-19, 0.000000000000000000e+00, 1.187500000000000000e+00
-9.251858538542970657e-18, 4.625929269271485328e-18, 2.312964634635742664e-18, 0.000000000000000000e+00, 1.250000000000000000e+00
-1.807003620809173646e-17, 9.035018104045868229e-18, 4.517509052022934115e-18, 0.000000000000000000e+00, 1.312500000000000000e+00
-3.122502256758252770e-17, 1.561251128379126385e-17, 7.806255641895631925e-18, 0.000000000000000000e+00, 1.375000000000000000e+00
-4.958417935500373406e-17, 2.479208967750186703e-17, 1.239604483875093352e-17, 0.000000000000000000e+00, 1.437500000000000000e+00
-7.401486830834376525e-17, 3.700743415417188263e-17, 1.850371707708594131e-17, 0.000000000000000000e+00, 1.500000000000000000e+00
-7.083454193571961480e-17, 2.797241605012601440e-17, 1.277551559912086007e-17, 0.000000000000000000e+00, 1.562500000000000000e+00
-6.245004513516505540e-17, 2.717733445696997679e-17, 9.107298248878237246e-18, 0.000000000000000000e+00, 1.625000000000000000e+00
-5.059610138265686948e-17, 3.245378502973276400e-17, 6.956963940115319091e-18, 0.000000000000000000e+00, 1.687500000000000000e+00
-3.700743415417188263e-17, 4.163336342344337027e-17, 5.782411586589356468e-18, 0.000000000000000000e+00, 1.750000000000000000e+00
-2.341876692568689577e-17, 5.254766529313077746e-17, 5.041540102057595618e-18, 0.000000000000000000e+00, 1.812500000000000000e+00
-1.156482317317871294e-17, 6.302828629382399521e-17, 4.192248400277283555e-18, 0.000000000000000000e+00, 1.875000000000000000e+00
-3.180326372624146211e-18, 7.090682208055197766e-17, 2.692435395005669216e-18, 0.000000000000000000e+00, 1.937500000000000000e+00
0.000000000000000000e+00, 7.401486830834376525e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00
0.000000000000000000e+00, 4.965645949983610308e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.062500000000000000e+00
0.000000000000000000e+00, 3.180326372624146134e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.125000000000000000e+00
0.000000000000000000e+00, 2.002160011856564444e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.187500000000000000e+00
0.000000000000000000e+00, 1.387778780781445676e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.250000000000000000e+00
0.000000000000000000e+00, 1.293814592499368419e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.312500000000000000e+00
0.000000000000000000e+00, 1.676899360110913422e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.375000000000000000e+00
0.000000000000000000e+00, 2.493664996716660198e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.437500000000000000e+00
0.000000000000000000e+00, 3.700743415417188263e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e+00
-3.180326372624146211e-18, 2.479208967750186703e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.562500000000000000e+00
-1.156482317317871294e-17, 1.561251128379126385e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.625000000000000000e+00
-2.341876692568689577e-17, 9.035018104045868229e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.687500000000000000e+00
-3.700743415417188263e-17, 4.625929269271485328e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.750000000000000000e+00
-5.059610138265686948e-17, 1.951563910473907981e-18, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.812500000000000000e+00
-6.245004513516505540e-17, 5.782411586589356660e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.875000000000000000e+00
-7.083454193571961480e-17, 7.228014483236695825e-20, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.937500000000000000e+00
-7.401486830834376525e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00
