  0.400000  4.000000
  0.650000
   33
  0.000000  0.000001
  0.002408  0.000958
  0.009607  0.003769
  0.021530  0.008241
  0.038060  0.014065
  0.059039  0.020827
  0.084265  0.028026
  0.113495  0.035093
  0.146447  0.041421
  0.182803  0.046388
  0.222215  0.049382
  0.264302  0.050000
  0.308658  0.050000
  0.354858  0.050000
  0.402455  0.050000
  0.450991  0.050000
  0.500000  0.050000
  0.549009  0.050000
  0.597545  0.050000
  0.645142  0.050000
  0.691342  0.049302
  0.735698  0.047002
  0.777785  0.043335
  0.817197  0.038590
  0.853553  0.033088
  0.886505  0.027169
  0.915735  0.021178
  0.940961  0.015446
  0.961940  0.010283
  0.978470  0.005962
  0.990393  0.002707
  0.997592  0.000686
  1.000000  0.000001
  0.322920  0.807300
  0.322920  0.626111  0.751111  0.688611
  0.348414  0.643962  0.766251  0.705107
  0.373907  0.661813  0.781392  0.721602
  0.399401  0.679664  0.796532  0.738098
  0.424895  0.697515  0.811672  0.754593
  0.450388  0.715365  0.826813  0.771089
  0.475882  0.733216  0.841953  0.787585
  0.501376  0.751067  0.857093  0.804080
  0.526869  0.768918  0.872234  0.820576
  0.552363  0.786769  0.887374  0.837071
  0.577857  0.804620  0.902514  0.853567
  0.603351  0.822471  0.917655  0.870063
  0.628844  0.840321  0.932795  0.886558
  0.654338  0.858172  0.947935  0.903054
  0.679832  0.876023  0.963076  0.919549
  0.705325  0.893874  0.978216  0.936045
  0.730819  0.911725  0.993356  0.952541
  0.756313  0.929576  1.008497  0.969036
  0.781806  0.947427  1.023637  0.985532
  0.807300  0.965278  1.038777  1.002028
